id,name,code,description,status,established_at,approved_on,created_at,department_id,program_id
281,COMMUNICATIVE SKILLS IN FRENCH,GFRE1A01T,COMMUNICATIVE SKILLS IN FRENCH (GFRE1A01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
282,TRANSLATION AND COMMUNICATION IN FRENCH,GFRE2A02T,TRANSLATION AND COMMUNICATION IN FRENCH (GFRE2A02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
283,TRANSLATION AND COMMUNICATION IN FRENCH,GFRE2A03T,TRANSLATION AND COMMUNICATION IN FRENCH (GFRE2A03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
284,LITERATURE IN FRENCH,GFRE3A04T,LITERATURE IN FRENCH (GFRE3A04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
285,CULTURE AND CIVILIZATION OF FRANCE (IN COMPARISON WITH KERALA CULTURE ),GFRE4A05T,CULTURE AND CIVILIZATION OF FRANCE (IN COMPARISON WITH KERALA CULTURE ) (GFRE4A05T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
286,PROSE AND DRAMA,GHIN1A01T,PROSE AND DRAMA (GHIN1A01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
287,PROSE FORMS IN HINDI LITERATURE,GHIN1A02T,PROSE FORMS IN HINDI LITERATURE (GHIN1A02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
288,PROSE AND ONE ACT PLAYS,GHIN1A03T,PROSE AND ONE ACT PLAYS (GHIN1A03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
289,GRAMMAR AND TRANSLATION,GHIN2A04T,GRAMMAR AND TRANSLATION (GHIN2A04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,35
290,"POETRY,CORRESPONDANCE AND TRANSLATION",GHIN2A05T,"POETRY,CORRESPONDANCE AND TRANSLATION (GHIN2A05T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
291,POETRY AND SHORT STORIES,GHIN2A06T,POETRY AND SHORT STORIES (GHIN2A06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
292,POETRY IN HINDI,GHIN3A07T,POETRY IN HINDI (GHIN3A07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
293,NOVEL AND SHORT STORIES,GHIN4A08T,NOVEL AND SHORT STORIES (GHIN4A08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
294,MODERN INDIAN HISTORY (1857 TO PRESENT) : INDIA UNDER COLONIAL POWER,GHIS1C01T,MODERN INDIAN HISTORY (1857 TO PRESENT) : INDIA UNDER COLONIAL POWER (GHIS1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
295,MODERN WORLD HISTORY FROM AD 1500 : DAWN OF MODERN AGE,GHIS1C02T,MODERN WORLD HISTORY FROM AD 1500 : DAWN OF MODERN AGE (GHIS1C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
296,SOCIAL AND CULTURAL  HISTORY OF BRITAIN : EARLY HISTORY OF BRITAIN,GHIS1C03T,SOCIAL AND CULTURAL  HISTORY OF BRITAIN : EARLY HISTORY OF BRITAIN (GHIS1C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
297,MODERN INDIAN HISTORY (1857 TO THE PRESENT): PERIOD OF POLITICAL CONSCIOUSNESS,GHIS2C04T,MODERN INDIAN HISTORY (1857 TO THE PRESENT): PERIOD OF POLITICAL CONSCIOUSNESS (GHIS2C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
298,MODERN WORLD HISTORY FROM AD1500: REVOLUTIONARY TRANSITION  AND NATIONALIST UNREST,GHIS2CO5T,MODERN WORLD HISTORY FROM AD1500: REVOLUTIONARY TRANSITION  AND NATIONALIST UNREST (GHIS2CO5T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
299,SOCIAL AND CULTURAL HISTORY OF  DYNASTICAL HISTORY OF BRITAIN,GHIS2CO6T,SOCIAL AND CULTURAL HISTORY OF  DYNASTICAL HISTORY OF BRITAIN (GHIS2CO6T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
300,MODERN INDIAN HISTORY (1857 TO THE PRESENT): GANDHIAN NOVELTY AND INDIAN NATIONAL MOVEMENT,GHIS3C07T,MODERN INDIAN HISTORY (1857 TO THE PRESENT): GANDHIAN NOVELTY AND INDIAN NATIONAL MOVEMENT (GHIS3C07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
301,MODERN WORLD HISTORY FROM AD 1500 : INTERNATIONAL POLITICS AND REVIVAL OF IMPERIALIST RIVALRY,GHIS3C08T,MODERN WORLD HISTORY FROM AD 1500 : INTERNATIONAL POLITICS AND REVIVAL OF IMPERIALIST RIVALRY (GHIS3C08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
302,SOCIAL AND CULTURAL HISTORY OFBRITAIN: ENGLAND UNDER REFORMS AND TRANSFORMATIONS,GHIS3C09T,SOCIAL AND CULTURAL HISTORY OFBRITAIN: ENGLAND UNDER REFORMS AND TRANSFORMATIONS (GHIS3C09T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
303,MODERN INDIAN HISTORY(1857 TO THE PRESENT) NEW FRONTIERS AND EMERGING CHALLENGES,GHIS4C10T,MODERN INDIAN HISTORY(1857 TO THE PRESENT) NEW FRONTIERS AND EMERGING CHALLENGES (GHIS4C10T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
304,MODERN WORLD HISTORY FROM AD1500: POST -WAR  CHALLENGES,GHIS4C11T,MODERN WORLD HISTORY FROM AD1500: POST -WAR  CHALLENGES (GHIS4C11T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
305,SOCIAL AND CULTURAL HISTORY OFBRITAIN: BRITAIN AND WORLD WARS,GHIS4C12T,SOCIAL AND CULTURAL HISTORY OFBRITAIN: BRITAIN AND WORLD WARS (GHIS4C12T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
306,MALAYALA SAHITHYAM - 1,GMAL1A01T,MALAYALA SAHITHYAM - 1 (GMAL1A01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
308,BHASHAYUM SAHITHYAVUM-1,GMAL1A03T,BHASHAYUM SAHITHYAVUM-1 (GMAL1A03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
309,BHASHAYUM SAHITHYAVUM-2,GMAL1A06T,BHASHAYUM SAHITHYAVUM-2 (GMAL1A06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
310,MALAYALA SAHITHYAM - 2,GMAL2A04T,MALAYALA SAHITHYAM - 2 (GMAL2A04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
311,SAHITHYA PADANAM-2,GMAL2A05T,SAHITHYA PADANAM-2 (GMAL2A05T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
312,BHASHAYUM SAHITHYAVUM-2,GMAL2A06T,BHASHAYUM SAHITHYAVUM-2 (GMAL2A06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
313,SAHITHYA PADANAM-3,GMAL3A07T,SAHITHYA PADANAM-3 (GMAL3A07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
314,MALAYALA SAHITHYAM - 4,GMAL4A08T,MALAYALA SAHITHYAM - 4 (GMAL4A08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
315,BASIC LOGIC AND CALCULUS,GMAT1B01T,BASIC LOGIC AND CALCULUS (GMAT1B01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
316,MATHEMATICS 1,GMAT1C01T,MATHEMATICS 1 (GMAT1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
317,CALCULUS AND INFINITE SERIES,GMAT2B02T,CALCULUS AND INFINITE SERIES (GMAT2B02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
318,MATHEMATICS-2,GMAT2C02T,MATHEMATICS-2 (GMAT2C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
319,GEOMETRY AND VECTOR CALCULUS,GMAT3B03T,GEOMETRY AND VECTOR CALCULUS (GMAT3B03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
320,MATHEMATICS-3,GMAT3C03T,MATHEMATICS-3 (GMAT3C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
321,MULTIVARIABLE AND VECTOR CALCULUS II,GMAT4B04T,MULTIVARIABLE AND VECTOR CALCULUS II (GMAT4B04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
322,MATHEMATICS-4,GMAT4C04T,MATHEMATICS-4 (GMAT4C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
323,ABSTRACT ALGEBRA,GMAT5B05T,ABSTRACT ALGEBRA (GMAT5B05T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
324,REAL ANALYSIS,GMAT5B06T,REAL ANALYSIS (GMAT5B06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
325,NUMERICAL ANALYSIS,GMAT5B07T,NUMERICAL ANALYSIS (GMAT5B07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
326,THEORY OF EQUATIONS AND NUMBER THEORY,GMAT5B08T,THEORY OF EQUATIONS AND NUMBER THEORY (GMAT5B08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
327,LINEAR PROGRAMMING,GMAT5B09T,LINEAR PROGRAMMING (GMAT5B09T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
328,MATHEMATICS FOR DECISION MAKING,GMAT5D04T,MATHEMATICS FOR DECISION MAKING (GMAT5D04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
329,ADVANCED REAL ANALYSIS,GMAT6B10T,ADVANCED REAL ANALYSIS (GMAT6B10T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
330,COMPLEX ANALYSIS,GMAT6B11T,COMPLEX ANALYSIS (GMAT6B11T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
331,LINEAR ALGEBRA,GMAT6B12T,LINEAR ALGEBRA (GMAT6B12T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
332,DIFFERENTIAL EQUATIONS,GMAT6B13T,DIFFERENTIAL EQUATIONS (GMAT6B13T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,3
333,PHYSICAL ACTIVITY,GPED5D01T,PHYSICAL ACTIVITY (GPED5D01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,18,34
334,METHODOLOGY OF SCIENCE AND BASIC MECHANICS,GPHY1B01T,METHODOLOGY OF SCIENCE AND BASIC MECHANICS (GPHY1B01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
335,MECHANICS I,GPHY1B01T,MECHANICS I (GPHY1B01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
336,PROPERTIES OF MATTER & THERMODYNAMICS,GPHY1C01T,PROPERTIES OF MATTER & THERMODYNAMICS (GPHY1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
337,MECHANICS,GPHY2B02T,MECHANICS (GPHY2B02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
338,MECHANICS II,GPHY2B02T.,MECHANICS II (GPHY2B02T.),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
339,"OPTICS ,LASER, ELECTRONICS",GPHY2C02T,"OPTICS ,LASER, ELECTRONICS (GPHY2C02T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
340,ELECTRODYNAMICS-I,GPHY3B03T,ELECTRODYNAMICS-I (GPHY3B03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
341,"MECHANICS, RELATIVITY, WAVES AND OSCILLATIONS",GPHY3C03T,"MECHANICS, RELATIVITY, WAVES AND OSCILLATIONS (GPHY3C03T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
342,ELECTRODYNAMICS - II,GPHY4B04T,ELECTRODYNAMICS - II (GPHY4B04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
343,CORE COURSE PRACTICAL V â€“ PRACTICAL I,GPHY4B05P,CORE COURSE PRACTICAL V â€“ PRACTICAL I (GPHY4B05P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
344,"ELECTRICITY, MAGNETISM AND NUCLEAR PHYSICS",GPHY4C04T,"ELECTRICITY, MAGNETISM AND NUCLEAR PHYSICS (GPHY4C04T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
345,COMPLEMENTARY COURSE V: PHYSICS PRACTICAL,GPHY4C05P,COMPLEMENTARY COURSE V: PHYSICS PRACTICAL (GPHY4C05P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
346,COMPUTATIONAL PHYSICS,GPHY5B06T,COMPUTATIONAL PHYSICS (GPHY5B06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
347,QUANTUM MECHANICS,GPHY5B07T,QUANTUM MECHANICS (GPHY5B07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
348,OPTICS,GPHY5B08T,OPTICS (GPHY5B08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
349,ELECTRONICS (ANALOG AND DIGITAL),GPHY5B09T,ELECTRONICS (ANALOG AND DIGITAL) (GPHY5B09T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
350,NON CONVENTIONAL ENERGY RESOURCES,GPHY5D01T,NON CONVENTIONAL ENERGY RESOURCES (GPHY5D01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
351,Thermodynamics,GPHY6B10T,Thermodynamics (GPHY6B10T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
352,"Statistical Physics, Solid State Physics, Spectroscopy and Photonics",GPHY6B11T,"Statistical Physics, Solid State Physics, Spectroscopy and Photonics (GPHY6B11T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
353,Nuclear Physics and Particle Physics,GPHY6B12T,Nuclear Physics and Particle Physics (GPHY6B12T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
354,Elective,GPHY6B14T,Elective (GPHY6B14T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
355,Practical II,GPHY6B15P,Practical II (GPHY6B15P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
356,Practical III,GPHY6B16P,Practical III (GPHY6B16P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
357,Project/Research methodology,GPHY6B17R,Project/Research methodology (GPHY6B17R),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
358,Relativistic Mechanics and Astrophysics,GPHY6B1ET,Relativistic Mechanics and Astrophysics (GPHY6B1ET),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,4
359,INDIAN CONSTITUTION AND POLITICS : BASIC FEATURES,GPOL1C01T,INDIAN CONSTITUTION AND POLITICS : BASIC FEATURES (GPOL1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
360,INDIAN CONSTITUTION AND POLITICS: Governmental Structures,GPOL2C02T,INDIAN CONSTITUTION AND POLITICS: Governmental Structures (GPOL2C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
361,INDIAN CONSTITUTION AND POLITICS: POLITICAL DYNAMICS,GPOL3C03T,INDIAN CONSTITUTION AND POLITICS: POLITICAL DYNAMICS (GPOL3C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
563,TIMESERIES ANALYSIS,FMST4E11,TIMESERIES ANALYSIS (FMST4E11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
362,INDIAN CONSTITUTION AND POLITICS: FEDERAL DYNAMICS AND DECENTRALISATION,GPOL4C04T,INDIAN CONSTITUTION AND POLITICS: FEDERAL DYNAMICS AND DECENTRALISATION (GPOL4C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
363,BASIC THEMES IN PSYCHOLOGY I,GPSY1B01T,BASIC THEMES IN PSYCHOLOGY I (GPSY1B01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
364,HUMAN PHYSIOLOGY,GPSY1C01T,HUMAN PHYSIOLOGY (GPSY1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
365,DESCRIPTIVE STATISTICS,GPSY1C02T,DESCRIPTIVE STATISTICS (GPSY1C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
366,BASIC THEMES IN PSYCHOLOGY - II,GPSY2B02T,BASIC THEMES IN PSYCHOLOGY - II (GPSY2B02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
367,HUMAN PHYSIOLOGY,GPSY2C03T,HUMAN PHYSIOLOGY (GPSY2C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
368,REGRESSION ANALYSIS AND PROBABILITY THEORY,GPSY2C04T,REGRESSION ANALYSIS AND PROBABILITY THEORY (GPSY2C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
369,PSYCHOLOGICAL MEASUREMENT AND TESTING,GPSY3B03T,PSYCHOLOGICAL MEASUREMENT AND TESTING (GPSY3B03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
370,HUMAN PHYSIOLOGY,GPSY3C05T,HUMAN PHYSIOLOGY (GPSY3C05T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
371,PROBABILITY DISTRIBUTIONS AND PARAMETRIC TESTS,GPSY3C06T,PROBABILITY DISTRIBUTIONS AND PARAMETRIC TESTS (GPSY3C06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
372,INDIVIDUAL DIFFERENCES,GPSY4B04T,INDIVIDUAL DIFFERENCES (GPSY4B04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
373,EXPERIMENTAL PSYCHOLOGY PRACTICAL â€“ I,GPSY4B05P,EXPERIMENTAL PSYCHOLOGY PRACTICAL â€“ I (GPSY4B05P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
374,HUMAN PHYSIOLOGY,GPSY4C07T,HUMAN PHYSIOLOGY (GPSY4C07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
375,STATISTICAL TECHNIQUES FOR PSYCHOLOGY,GPSY4C08T,STATISTICAL TECHNIQUES FOR PSYCHOLOGY (GPSY4C08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
376,ABNORMAL PSYCHOLOGY - I,GPSY5B06T,ABNORMAL PSYCHOLOGY - I (GPSY5B06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
377,SOCIAL PSYCHOLOGY,GPSY5B07T,SOCIAL PSYCHOLOGY (GPSY5B07T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
378,DEVELOPMENTAL PSYCHOLOGY - I,GPSY5B08T,DEVELOPMENTAL PSYCHOLOGY - I (GPSY5B08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
379,PSYCHOLOGICAL COUNSELING,GPSY5B09T,PSYCHOLOGICAL COUNSELING (GPSY5B09T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
380,HEALTH PSYCHOLOGY,GPSY5B10T,HEALTH PSYCHOLOGY (GPSY5B10T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
381,PSYCHOLOGY PERSONAL GROWTH,GPSY5D01T,PSYCHOLOGY PERSONAL GROWTH (GPSY5D01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
382,Abnormal Psychology II,GPSY6B11T,Abnormal Psychology II (GPSY6B11T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
383,Applied Social Psychology,GPSY6B12T,Applied Social Psychology (GPSY6B12T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
384,Developmental Psychology II,GPSY6B13T,Developmental Psychology II (GPSY6B13T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
385,Life Skill Education:  Applications and training,GPSY6B14T,Life Skill Education:  Applications and training (GPSY6B14T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
386,Experimental Psychology Practical – II,GPSY6B15P,Experimental Psychology Practical – II (GPSY6B15P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
387,Experimental Psychology Practical- III,GPSY6B16P,Experimental Psychology Practical- III (GPSY6B16P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
388,Project,GPSY6B17D,Project (GPSY6B17D),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
389,Elective Organisational Behaviour,GPSY6E01T,Elective Organisational Behaviour (GPSY6E01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,14,8
390,INTRODUCTORY STATISTICS,GSTA1C01T,INTRODUCTORY STATISTICS (GSTA1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
391,PROBABILITY THEORY,GSTA2C02T,PROBABILITY THEORY (GSTA2C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
392,PROBABILITY DISTRIBUTIONS AND SAMPLING THEORY,GSTA3C03T,PROBABILITY DISTRIBUTIONS AND SAMPLING THEORY (GSTA3C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
393,STATISTICAL INFERENCE AND QUALITY CONTROL,GSTA4C04T,STATISTICAL INFERENCE AND QUALITY CONTROL (GSTA4C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,19,35
394,ANIMAL DIVERSITY: NON - CHORDATA PART - I,GZOL1B01T,ANIMAL DIVERSITY: NON - CHORDATA PART - I (GZOL1B01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
395,ANIMAL DIVERSITY AND WILD LIFE CONSERVATION,GZOL1C01T,ANIMAL DIVERSITY AND WILD LIFE CONSERVATION (GZOL1C01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
396,ANIMAL DIVERSITY : NONCHORDATA PART-II,GZOL2BO2T,ANIMAL DIVERSITY : NONCHORDATA PART-II (GZOL2BO2T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
397,ECONOMIC ZOOLOGY,GZOL2C02T,ECONOMIC ZOOLOGY (GZOL2C02T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
398,ANIMAL DIVERSITY: CHORDATA PART-I,GZOL3B03T,ANIMAL DIVERSITY: CHORDATA PART-I (GZOL3B03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
399,PHYSIOLOGY AND ETHOLOGY,GZOL3C03T,PHYSIOLOGY AND ETHOLOGY (GZOL3C03T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
400,ANIMAL DIVERSITY: CHORDATA PART-II,GZOL4B04T,ANIMAL DIVERSITY: CHORDATA PART-II (GZOL4B04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
401,ZOOLOGY CORE  PRACTICAL  I,GZOL4B05P,ZOOLOGY CORE  PRACTICAL  I (GZOL4B05P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
402,GENETICS AND IMMUNOLOGY,GZOL4C04T,GENETICS AND IMMUNOLOGY (GZOL4C04T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
403,ZOOLOGY COMPLEMENTARY  PRACTICAL,GZOL4C05P,ZOOLOGY COMPLEMENTARY  PRACTICAL (GZOL4C05P),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
404,CELL BIOLOGY AND GENETICS,GZOL5B06T,CELL BIOLOGY AND GENETICS (GZOL5B06T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
405,"BIOTECHNOLOGY, MICROBIOLOGY AND IMMUNOLOGY",GZOL5B07T,"BIOTECHNOLOGY, MICROBIOLOGY AND IMMUNOLOGY (GZOL5B07T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
406,BIOCHEMISTRY AND MOLECULAR BIOLOGY,GZOL5B08T,BIOCHEMISTRY AND MOLECULAR BIOLOGY (GZOL5B08T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
407,"METHODOLOGY IN SCIENCE, BIOSTATISTICS AND BIOINFORMATICS",GZOL5B09T,"METHODOLOGY IN SCIENCE, BIOSTATISTICS AND BIOINFORMATICS (GZOL5B09T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
408,REPRODUCTIVE HEALTH AND SEX EDUCATION,GZOL5D01T,REPRODUCTIVE HEALTH AND SEX EDUCATION (GZOL5D01T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
409,Physiology and  Endocrinology,GZOL6B10T,Physiology and  Endocrinology (GZOL6B10T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
410,Reproductive and Developmental Biology,GZOL6B11T,Reproductive and Developmental Biology (GZOL6B11T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
411,Environmental and Conservation Biology,GZOL6B12T,Environmental and Conservation Biology (GZOL6B12T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
412,"Ethology, Evolution and Zoogeography",GZOL6B13T,"Ethology, Evolution and Zoogeography (GZOL6B13T)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
413,"Zoology Core  Practical  II (Practical related to ZOL5B06T, 07T, 08T, 09T)",GZOL6B15P,"Zoology Core  Practical  II (Practical related to ZOL5B06T, 07T, 08T, 09T) (GZOL6B15P)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
